assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
scVI,scVI,63.72,88.7875,scVI_2_40_0.1_2_128..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_b0e8fd94fb38e748c5ba9bf4d05721d2,90,750
scVI,scVI,60.06,87.8625,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,50,1000
scVI,scVI,57.58,90.98,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,50,1500
scVI,scVI,56.36,88.12,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,50,2000
scVI,scVI,53.71,89.15,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,50,3000
scVI,scVI,60.625,86.32,scVI_0_100_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_a180065364af54627d4f1a769a931b0e,50,1000
scVI,scVI,61.77,83.8275,scVI_0_100_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_a180065364af54627d4f1a769a931b0e,50,750
scVI,scVI,60.975,82.4875,scVI_0_100_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_934af3ead2760818b6c031c9d5e7998c,90,1000
scVI,scVI,62.74,81.3475,scVI_0_100_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_934af3ead2760818b6c031c9d5e7998c,90,750
scVI,scVI,63.755,83.075,scVI_0_250_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_71b92701916dc14bd2691726ff9c4072,50,1000
scVI,scVI,64.715,81.6275,scVI_0_250_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_71b92701916dc14bd2691726ff9c4072,50,750
scVI,scVI,65,79.325,scVI_0_250_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_622f033632606854b779936832e11b28,90,1000
scVI,scVI,65.335,80.625,scVI_0_250_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_622f033632606854b779936832e11b28,90,750
scVI,scVI,64.195,83.6125,scVI_0_300_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_1394631a6185ec4ae84e19a9ee83755d,50,1000
scVI,scVI,65.085,81.49,scVI_0_300_0.025_3_128_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_1394631a6185ec4ae84e19a9ee83755d,50,750
scVI,scVI,65.23,81.84,scVI_0_300_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_73e0c7a2fe2b9ab7fe2f1b1afa2980d6,90,1000
scVI,scVI,66.195,80.92,scVI_0_300_0.025_3_128_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_73e0c7a2fe2b9ab7fe2f1b1afa2980d6,90,750
scVI,scVI,62.32,83.335,scVI_1_100_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_a180065364af54627d4f1a769a931b0e,50,1000
scVI,scVI,63.995,81.7925,scVI_1_100_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_a180065364af54627d4f1a769a931b0e,50,750
scVI,scVI,63.89,78.3,scVI_1_100_0.025_3_256_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_934af3ead2760818b6c031c9d5e7998c,90,1000
scVI,scVI,65.83,79.28,scVI_1_100_0.025_3_256_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_934af3ead2760818b6c031c9d5e7998c,90,750
scVI,scVI,67.045,74.0375,scVI_1_250_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_71b92701916dc14bd2691726ff9c4072,50,1000
scVI,scVI,68.32,76.7575,scVI_1_250_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_71b92701916dc14bd2691726ff9c4072,50,750
scVI,scVI,68.97,75.855,scVI_1_250_0.025_3_256_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_622f033632606854b779936832e11b28,90,1000
scVI,scVI,70.585,74.795,scVI_1_250_0.025_3_256_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_622f033632606854b779936832e11b28,90,750
scVI,scVI,67.345,78.3625,scVI_1_300_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_1394631a6185ec4ae84e19a9ee83755d,50,1000
scVI,scVI,68.54,77.955,scVI_1_300_0.025_3_256_gene_zinb_cov2..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_1394631a6185ec4ae84e19a9ee83755d,50,750
scVI,scVI,69.22,76.9125,scVI_1_300_0.025_3_256_gene_zinb_cov2..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_73e0c7a2fe2b9ab7fe2f1b1afa2980d6,90,1000
RNA,Scanorama,55.04,74.125,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,47.97,71.1475,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,45.21,75.6175,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,41.09,69.995,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,55.89,76.755,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,59.015,71.3725,Scanorama_5_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,53.71,60.54,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.04,54.85,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,47.87,55.065,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,43.33,52.3725,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,63.84,59.0825,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.26,59.7675,Scanorama_6_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,53.485,75.8425,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,50.44,72.375,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,47.995,74.855,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,44.395,73.7425,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,61.78,79.475,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.3,76.7875,Scanorama_6_sigma15_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.715,52.175,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.905,55.5025,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,49.77,54.3,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,43.08,56.5625,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,59.595,45.0375,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,59.235,56.59,Scanorama_7_sigma50_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.115,74.4725,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..50.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,52.055,71.045,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..50.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,48.87,74.9025,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..50.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.09,69.16,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..50.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,57.425,74.3275,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..50.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,59.395,71.675,Scanorama_7_sigma50_alpha0.05_knn30_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..50.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,54.14,63.355,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,49.03,60.17,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,48.855,59.4875,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,44.45,54.655,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,63.295,63.9275,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,57.995,62.18,Scanorama_8_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,54.27,76.1575,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,51.025,78.255,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,44.97,74.865,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.34,76.6125,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,62.395,83.805,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,56.805,78.5825,Scanorama_8_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,56.955,54.4575,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,50.03,59.715,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..60.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,51.64,57.9375,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..60.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,45.06,52.09,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..60.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,57.78,42.5875,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..60.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,57.94,45.2375,Scanorama_9_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..60.0..e0758c66a6a70d30247817bce8502135,,750
scVI,scVI,63.825,83.2475,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,50,500
scVI,scVI,62.165,86.085,scVI_2_40_0.1_2_256..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,50,750
scVI,scVI,68.49,77.235,scVI_2_400_0.05_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6d57e368a16c3d45217a42b20a3db5da,80,1000
scVI,scVI,70.325,77.6525,scVI_2_400_0.05_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6d57e368a16c3d45217a42b20a3db5da,80,750
scVI,scVI,64.05,83.555,scVI_3_100_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8fd4ab347d1e48692d6170a5b93cf781,80,1000
scVI,scVI,65.945,78.82,scVI_3_100_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8fd4ab347d1e48692d6170a5b93cf781,80,750
scVI,scVI,58.695,91.6475,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
scVI,scVI,56.545,90.63,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
scVI,scVI,53.69,84.705,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
scVI,scVI,52.015,84.3925,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
scVI,scVI,64.84,85.155,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
scVI,scVI,62.235,91.0275,scVI_3_20_0.1_2_128..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,67.06,78.9925,scVI_3_200_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_06e72a9fd1ac3c635d8bd4013dcaa6ef,80,1000
scVI,scVI,68.995,75.315,scVI_3_200_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_06e72a9fd1ac3c635d8bd4013dcaa6ef,80,750
scVI,scVI,67.605,79.7675,scVI_3_300_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_7bb385b734dc197c912a165e918fc89b,80,1000
scVI,scVI,68.805,79.405,scVI_3_300_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_7bb385b734dc197c912a165e918fc89b,80,750
scVI,scVI,59.755,90.3325,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_d842bf4c63b8fee2b6d1ade43f654023,50,1000
scVI,scVI,55.395,90.5325,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1500_d842bf4c63b8fee2b6d1ade43f654023,50,1500
scVI,scVI,52.165,89.9875,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.2000_d842bf4c63b8fee2b6d1ade43f654023,50,2000
scVI,scVI,47.73,91.575,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.3000_d842bf4c63b8fee2b6d1ade43f654023,50,3000
scVI,scVI,63.625,82.4275,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.500_d842bf4c63b8fee2b6d1ade43f654023,50,500
scVI,scVI,60.295,87.025,scVI_3_40_0.1_1_128..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_d842bf4c63b8fee2b6d1ade43f654023,50,750
scVI,scVI,63.78,85.0425,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_fb0c4430d8280cd23d2956b80b45c5bb,80,1000
scVI,scVI,60.235,84.82,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_fb0c4430d8280cd23d2956b80b45c5bb,80,1500
scVI,scVI,58.76,88.315,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.2000_fb0c4430d8280cd23d2956b80b45c5bb,80,2000
scVI,scVI,56.015,90.4,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.3000_fb0c4430d8280cd23d2956b80b45c5bb,80,3000
scVI,scVI,66.52,79.5175,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.500_fb0c4430d8280cd23d2956b80b45c5bb,80,500
scVI,scVI,65.705,82.7525,scVI_3_40_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_fb0c4430d8280cd23d2956b80b45c5bb,80,750
scVI,scVI,64.015,84.7325,scVI_3_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_b0e8fd94fb38e748c5ba9bf4d05721d2,90,1000
scVI,scVI,61,85.65,scVI_3_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_b0e8fd94fb38e748c5ba9bf4d05721d2,90,1500
scVI,scVI,59.49,87.85,scVI_3_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.2000_b0e8fd94fb38e748c5ba9bf4d05721d2,90,2000
scVI,scVI,65.385,85.73,scVI_3_40_0.1_2_256..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_b0e8fd94fb38e748c5ba9bf4d05721d2,90,750
scVI,scVI,66.445,78.41,scVI_3_400_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6d57e368a16c3d45217a42b20a3db5da,80,1000
scVI,scVI,67.895,76.91,scVI_3_400_0.05_3_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6d57e368a16c3d45217a42b20a3db5da,80,750
scVI,scVI,59.795,85.075,scVI_4_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_6bcfab0e71be7b8b8187521a7dab74bb,80,1000
scVI,scVI,59.38,88.485,scVI_4_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_7e63be155c506f1a4cd2006d80c9563f,80,1000
scVI,scVI,60.795,85.395,scVI_4_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_6bcfab0e71be7b8b8187521a7dab74bb,80,750
scVI,scVI,61.15,83.38,scVI_4_20_0.1_2_256..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_7e63be155c506f1a4cd2006d80c9563f,80,750
RNA,Raw,26.975,88.625,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000,80,1000
RNA,Raw,21.015,88.9125,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500,80,1500
RNA,Raw,16.545,88.54,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000,80,2000
RNA,Raw,6.575,76.065,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000,80,3000
RNA,Raw,41.195,85.995,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500,80,500
RNA,Raw,32.145,90.01,Raw_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750,80,750
RNA,Scanorama,52.8,43.86,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,45.37,43.4225,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,42.21,40.835,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,37,38.205,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,60.515,48.6425,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,51.73,50.4775,Scanorama_0_sigma15_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,51.36,70.4675,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,41.97,65.6275,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,38.9,59.975,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,34.615,55.5525,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,56.275,69.0875,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,51.51,64.0125,Scanorama_0_sigma15_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,54.85,42.0975,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,46.97,42.8175,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,43.22,45.065,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,37.745,41.185,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,62.445,32.8925,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,52.885,46.3275,Scanorama_1_sigma50_alpha0.05_knn20_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,53.295,63.555,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..30.0..e0758c66a6a70d30247817bce8502135,,1000
RNA,Scanorama,42.16,62.855,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.1500..30.0..e0758c66a6a70d30247817bce8502135,,1500
RNA,Scanorama,38.085,60.515,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.2000..30.0..e0758c66a6a70d30247817bce8502135,,2000
RNA,Scanorama,35.875,54.8075,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.3000..30.0..e0758c66a6a70d30247817bce8502135,,3000
RNA,Scanorama,56.53,61.095,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.500..30.0..e0758c66a6a70d30247817bce8502135,,500
RNA,Scanorama,54.055,55.06,Scanorama_1_sigma50_alpha0.05_knn20_scale..RNA..features_RNA.log.vst.split_Batch_ID.features.750..30.0..e0758c66a6a70d30247817bce8502135,,750
RNA,Scanorama,54.8,60.525,Scanorama_10_sigma15_alpha0.05_knn30_norm..RNA..features_RNA.log.vst.split_Batch_ID.features.1000..60.0..e0758c66a6a70d30247817bce8502135,,1000
