ensembl_gene_id	external_gene_name	entrezgene_id
ENSMUSG00000020389	Cdkl3	213084
ENSMUSG00000024037	Wdr4	57773
ENSMUSG00000019235	Rps6kl1	238323
ENSMUSG00000007950	Abhd8	64296
ENSMUSG00000022414	Tab1	66513
ENSMUSG00000074247	Dda1	66498
ENSMUSG00000054237	Fra10ac1	70567
ENSMUSG00000042428	Mgat3	17309
ENSMUSG00000022412	Mief1	239555
ENSMUSG00000067242	Lgi1	56839
ENSMUSG00000024038	Ndufv3	78330
ENSMUSG00000022698	Naa50	72117
ENSMUSG00000042406	Atf4	11911
ENSMUSG00000024548	Setbp1	240427
ENSMUSG00000021245	Mlh3	217716
ENSMUSG00000118071	Gm50455	
ENSMUSG00000006705	Pknox1	18771
ENSMUSG00000068284	Usf3	207806
ENSMUSG00000053950	Adnp2	240442
ENSMUSG00000022696	Sidt1	320007
ENSMUSG00000020349	Ppp2ca	19052
ENSMUSG00000024998	Plce1	74055
ENSMUSG00000070304	Scn2b	72821
ENSMUSG00000031813	Mvb12a	73711
ENSMUSG00000024571	Gm16286	117903916
ENSMUSG00000024571	Gm16286	27366
ENSMUSG00000034290	Nek9	217718
ENSMUSG00000036309	Skp1	21402
ENSMUSG00000031808	Slc27a1	26457
ENSMUSG00000047888	Tnrc6b	213988
ENSMUSG00000022174	Dad1	13135
ENSMUSG00000021248	Tmed10	68581
ENSMUSG00000031807	Pgls	66171
ENSMUSG00000020402	Vdac1	22333
ENSMUSG00000000959	Oxa1l	69089
ENSMUSG00000024999	Noc3l	57753
ENSMUSG00000061613	U2af1	108121
ENSMUSG00000034807	Colgalt1	234407
ENSMUSG00000022407	Adsl	11564
ENSMUSG00000034799	Unc13a	382018
ENSMUSG00000048720	Tbc1d12	209478
ENSMUSG00000021252	Erg28	58520
ENSMUSG00000066705	Fxyd6	59095
ENSMUSG00000036275	9530068E07Rik	213673
ENSMUSG00000012609	Ttll5	320244
ENSMUSG00000071550	Cfap44	212517
ENSMUSG00000036264	Fstl4	320027
ENSMUSG00000035840	Lysmd3	80289
ENSMUSG00000010406	Mrpl52	68836
ENSMUSG00000020361	Hspa4	15525
ENSMUSG00000051098	Mblac2	72852
ENSMUSG00000021537	Cetn3	12626
ENSMUSG00000042303	Sgsm3	105835
ENSMUSG00000024566	Atp9b	50771
ENSMUSG00000058392	Rrp1b	72462
ENSMUSG00000032087	Dscaml1	114873
ENSMUSG00000049470	Aff4	93736
ENSMUSG00000023110	Prmt5	27374
ENSMUSG00000042292	Mrtfa	223701
ENSMUSG00000022668	Gtpbp8	66067
ENSMUSG00000097305	Gm17276	
ENSMUSG00000044894	Uqcrq	22272
ENSMUSG00000043987	Cep164	214552
ENSMUSG00000018398	Septin8	20362
ENSMUSG00000024002	Brd4	57261
ENSMUSG00000022193	Psmb5	19173
ENSMUSG00000118262	Gm50423	
ENSMUSG00000070000	Fcho1	74015
ENSMUSG00000022185	Acin1	56215
ENSMUSG00000041607	Mbp	17196
ENSMUSG00000022404	Slc25a17	20524
ENSMUSG00000032086	Bace1	23821
ENSMUSG00000035762	Tmem161b	72745
ENSMUSG00000022403	St13	70356
ENSMUSG00000097217	Gm26549	
ENSMUSG00000024045	Akap8	56399
ENSMUSG00000007867	Ift43	76411
ENSMUSG00000018395	Kif3a	16568
ENSMUSG00000021548	Ccnh	66671
ENSMUSG00000042790	Rnf214	235315
ENSMUSG00000021254	Gpatch2l	70373
ENSMUSG00000022401	Xpnpep3	321003
ENSMUSG00000002625	Akap8l	54194
ENSMUSG00000021549	Rasa1	218397
ENSMUSG00000052446	Zfp961	234413
ENSMUSG00000022663	Atg3	67841
ENSMUSG00000020380	Rad50	19360
ENSMUSG00000022400	Rbx1	56438
ENSMUSG00000025006	Sorbs1	20411
ENSMUSG00000055024	Ep300	328572
ENSMUSG00000031799	Tpm4	326618
ENSMUSG00000041258	Zfp236	329002
ENSMUSG00000024050	Wiz	22404
ENSMUSG00000022661	Cd200	17470
ENSMUSG00000017778	Cox7c	12867
ENSMUSG00000087502	Gm16091	
ENSMUSG00000035382	Pcsk7	18554
ENSMUSG00000034488	Edil3	13612
ENSMUSG00000022180	Slc7a8	50934
ENSMUSG00000003039	Fam32a	67922
ENSMUSG00000034157	Cipc	217732
ENSMUSG00000003033	Ap1m1	11767
ENSMUSG00000058881	Zfp516	329003
ENSMUSG00000034145	Tmem63c	217733
ENSMUSG00000006276	Eps15l1	13859
ENSMUSG00000034908	Sidt2	214597
ENSMUSG00000022194	Pabpn1	54196
ENSMUSG00000022194	Pabpn1	12050
ENSMUSG00000048410	Zfp407	240476
ENSMUSG00000081769	Gm12216	
ENSMUSG00000022391	Rangap1	19387
ENSMUSG00000022199	Slc22a17	59049
ENSMUSG00000021032	Ngb	64242
ENSMUSG00000034126	Pomt2	217734
ENSMUSG00000022658	Tagln3	56370
ENSMUSG00000033157	Abhd10	213012
ENSMUSG00000021615	Xrcc4	108138
ENSMUSG00000052794	1700030K09Rik	72254
ENSMUSG00000022390	Zc3h7b	20286
ENSMUSG00000012422	Tmem167	66074
ENSMUSG00000091586	Cyp4f17	208285
ENSMUSG00000024646	Cyb5a	109672
ENSMUSG00000052488	Cherp	27967
ENSMUSG00000003131	Pafah1b2	18475
ENSMUSG00000018906	P4ha2	18452
ENSMUSG00000022389	Tef	21685
ENSMUSG00000049517	Rps23	66475
ENSMUSG00000021619	Atg10	66795
ENSMUSG00000021033	Gstz1	14874
ENSMUSG00000003992	Ssbp2	66970
ENSMUSG00000048546	Tob2	57259
ENSMUSG00000034135	Sik3	70661
ENSMUSG00000061360	Phf5a	68479
ENSMUSG00000022477	Aco2	11429
ENSMUSG00000034111	Tmed8	382620
ENSMUSG00000097000	Gm17435	
ENSMUSG00000087141	Plcxd2	433022
ENSMUSG00000025008	Tctn3	67590
ENSMUSG00000044600	Smim7	66818
ENSMUSG00000021038	Vipas39	104799
ENSMUSG00000031791	Tmem38a	74166
ENSMUSG00000056153	Socs6	54607
ENSMUSG00000022476	Polr3h	78929
ENSMUSG00000022656	Nectin3	58998
ENSMUSG00000023066	Rttn	246102
ENSMUSG00000074782	4833422C13Rik	373852
ENSMUSG00000024298	Zfp871	208292
ENSMUSG00000020333	Acsl6	216739
ENSMUSG00000032083	Apoa1	11806
ENSMUSG00000042109	Csdc2	105859
ENSMUSG00000095253	Zfp799	240064
ENSMUSG00000022474	Pmm1	29858
ENSMUSG00000021621	Zcchc9	69085
ENSMUSG00000031622	Sin3b	20467
ENSMUSG00000022204	Ngdn	68966
ENSMUSG00000022471	Xrcc6	14375
ENSMUSG00000021037	Ahsa1	217737
ENSMUSG00000021708	Rasgrf2	19418
ENSMUSG00000049164	Zfp518a	72672
ENSMUSG00000100162	Gm20687	
ENSMUSG00000040721	Zfhx2	239102
ENSMUSG00000014850	Msh3	17686
ENSMUSG00000021036	Sptlc2	20773
ENSMUSG00000004383	Large1	16795
ENSMUSG00000022472	Desi1	28075
ENSMUSG00000063480	Snu13	20826
ENSMUSG00000053390	Zfp952	240067
ENSMUSG00000073514	Dok6	623279
ENSMUSG00000079036	Alkbh1	654309
ENSMUSG00000079036	Alkbh1	211064
ENSMUSG00000032077	Bud13	215051
ENSMUSG00000067424	Zfp563	240068
ENSMUSG00000045034	Ankrd34b	218440
ENSMUSG00000024614	Tmx3	67988
ENSMUSG00000034518	Hmgxb4	70823
ENSMUSG00000021706	Zfyve16	218441
ENSMUSG00000021040	Slirp	380773
ENSMUSG00000022208	Jph4	319984
ENSMUSG00000064061	Dzip3	224170
ENSMUSG00000003929	Zfp81	224694
ENSMUSG00000021039	Snw1	66354
ENSMUSG00000021703	Serinc5	218442
ENSMUSG00000025016	Tm9sf3	107358
ENSMUSG00000042870	Tom1	21968
ENSMUSG00000110277	Gm45871	108168395
ENSMUSG00000024299	Adamts10	224697
ENSMUSG00000035992	Fnip1	216742
ENSMUSG00000032076	Cadm1	54725
ENSMUSG00000022211	Carmil3	268747
ENSMUSG00000022463	Srebf2	20788
ENSMUSG00000042167	Tent2	100715
ENSMUSG00000037533	Rapgef6	192786
ENSMUSG00000025019	Lcor	212391
ENSMUSG00000025020	Slit1	20562
ENSMUSG00000007617	Homer1	26556
ENSMUSG00000074235	Gm10649	
ENSMUSG00000031618	Nr3c2	110784
ENSMUSG00000044229	Nxpe4	244853
ENSMUSG00000022212	Cpne6	12891
ENSMUSG00000052298	Cdc42se2	72729
ENSMUSG00000022456	Septin3	24050
ENSMUSG00000037148	Arhgap10	78514
ENSMUSG00000021044	Adck1	72113
ENSMUSG00000032026	Rexo2	104444
ENSMUSG00000032965	Ift57	73916
ENSMUSG00000073423	Zfp414	328801
ENSMUSG00000021690	Jmy	57748
ENSMUSG00000020267	Hint1	15254
ENSMUSG00000018339	Gpx3	14778
ENSMUSG00000042396	Rbm7	67010
ENSMUSG00000066392	Nrxn3	18191
ENSMUSG00000020400	Tnip1	57783
ENSMUSG00000040618	Pck2	74551
ENSMUSG00000066687	Zbtb16	235320
ENSMUSG00000055447	Cd47	16423
ENSMUSG00000059208	Hnrnpm	76936
ENSMUSG00000037134	Prmt9	102182
ENSMUSG00000031617	Tmem184c	234463
ENSMUSG00000022452	Smdt1	69029
ENSMUSG00000022214	Dcaf11	28199
ENSMUSG00000042082	Arsb	11881
ENSMUSG00000022450	Ndufa6	67130
ENSMUSG00000022641	Bbx	70508
ENSMUSG00000032267	Usp28	235323
ENSMUSG00000011752	Pgam1	18648
ENSMUSG00000034321	Exosc1	66583
ENSMUSG00000021687	Scamp1	107767
ENSMUSG00000079557	Marchf2	224703
ENSMUSG00000037070	Rbmxl1	19656
ENSMUSG00000031684	Slc10a7	76775
ENSMUSG00000077450	Rab11b	19326
ENSMUSG00000021686	Ap3b1	11774
ENSMUSG00000018340	Anxa6	11749
ENSMUSG00000022216	Psme1	19186
ENSMUSG00000025159	Mms19	72199
ENSMUSG00000032264	Zw10	26951
ENSMUSG00000031683	Lsm6	78651
ENSMUSG00000020962	Gtf2a1	83602
ENSMUSG00000071064	Zfp827	622675
ENSMUSG00000042043	Tbca	21371
ENSMUSG00000021685	Otp	18420
ENSMUSG00000022217	Emc9	85308
ENSMUSG00000042015	Wdr41	218460
ENSMUSG00000037022	Mmaa	109136
ENSMUSG00000079197	Psme2	19188
ENSMUSG00000020961	Ston2	108800
ENSMUSG00000022637	Cblb	208650
ENSMUSG00000031681	Smad1	17125
ENSMUSG00000067288	Rps28	54127
ENSMUSG00000036990	Otud4	73945
ENSMUSG00000021684	Pde8b	218461
ENSMUSG00000020964	Sel1l	20338
ENSMUSG00000041852	Tcf20	21411
ENSMUSG00000041881	Ndufa7	66416
ENSMUSG00000047098	Rnf31	268749
ENSMUSG00000002308	Cd320	54219
ENSMUSG00000058355	Abce1	24015
ENSMUSG00000002325	Irf9	16391
ENSMUSG00000022636	Alcam	11658
ENSMUSG00000036977	Anapc10	68999
ENSMUSG00000110202	Gm45435	
ENSMUSG00000039542	Ncam1	17967
ENSMUSG00000021681	Aggf1	66549
ENSMUSG00000002324	Rec8	56739
ENSMUSG00000079564	Gm11149	100036537
ENSMUSG00000018040	Rrp7a	74778
ENSMUSG00000031715	Smarca5	93762
ENSMUSG00000041815	Poldip3	73826
ENSMUSG00000018593	Sparc	20692
ENSMUSG00000047414	Flrt2	399558
ENSMUSG00000049670	Morn4	226123
ENSMUSG00000018042	Cyb5r3	109754
ENSMUSG00000018585	Atox1	11927
ENSMUSG00000025178	Pi4k2a	84095
ENSMUSG00000021003	Galc	14420
ENSMUSG00000018583	G3bp1	27041
ENSMUSG00000041354	Rgl2	19732
ENSMUSG00000031714	Gab1	14388
ENSMUSG00000038250	Usp38	74841
ENSMUSG00000039016	Timm8b	30057
ENSMUSG00000018820	Zfyve27	319740
ENSMUSG00000059820	Nkapd1	270156
ENSMUSG00000054277	Arfgap3	66251
ENSMUSG00000037940	Inpp4b	234515
ENSMUSG00000024309	Pfdn6	14976
ENSMUSG00000051111	Sv2c	75209
ENSMUSG00000033854	Kcnk10	72258
ENSMUSG00000016664	Pacsin2	23970
ENSMUSG00000020524	Gria1	14799
ENSMUSG00000000168	Dlat	235339
ENSMUSG00000075033	Nxpe3	385658
ENSMUSG00000042532	Golga7b	71146
ENSMUSG00000022604	Cep97	74201
ENSMUSG00000010376	Nedd8	18002
ENSMUSG00000021007	Spata7	104871
ENSMUSG00000042401	Crtac1	72832
ENSMUSG00000022442	Ttll1	319953
ENSMUSG00000002326	Gmpr2	105446
ENSMUSG00000032064	Dixdc1	330938
ENSMUSG00000008668	Rps18	20084
ENSMUSG00000020523	Fam114a2	67726
ENSMUSG00000025184	R3hcc1l	52013
ENSMUSG00000090117	Gm16541	
ENSMUSG00000021668	Polk	27015
ENSMUSG00000047747	Rnf150	330812
ENSMUSG00000098274	Rpl24	68193
ENSMUSG00000031709	Tbc1d9	71310
ENSMUSG00000022601	Zbtb11	271377
ENSMUSG00000071533	Pcnp	76302
ENSMUSG00000020522	Mfap3	216760
ENSMUSG00000021012	Zc3h14	75553
ENSMUSG00000020520	Galnt10	171212
ENSMUSG00000044763	Trmt10c	52575
ENSMUSG00000035151	Elmod2	244548
ENSMUSG00000052917	Senp7	66315
ENSMUSG00000025188	Hps1	192236
ENSMUSG00000021669	Cert1	68018
ENSMUSG00000002332	Dhrs1	52585
ENSMUSG00000024325	Ring1	19763
ENSMUSG00000037971	1110032A03Rik	68721
ENSMUSG00000037331	Larp1	73158
ENSMUSG00000063253	Scoc	56367
ENSMUSG00000073422	H2-Ke6	14979
ENSMUSG00000035270	Impg2	224224
ENSMUSG00000020515	Cnot8	69125
ENSMUSG00000033938	Ndufb7	66916
ENSMUSG00000021670	Hmgcr	15357
ENSMUSG00000031708	Tecr	106529
ENSMUSG00000037275	Gemin5	216766
ENSMUSG00000032059	Alg9	102580
ENSMUSG00000051166	Eml5	319670
ENSMUSG00000025189	Cnnm1	83674
ENSMUSG00000018865	Sult4a1	29859
ENSMUSG00000039656	Rxrb	20182
ENSMUSG00000025190	Got1	14718
ENSMUSG00000041817	Fam169a	320557
ENSMUSG00000110580	D830024N08Rik	
ENSMUSG00000040414	Slc25a28	246696
ENSMUSG00000057672	Pkn1	320795
ENSMUSG00000060739	Nsa2	59050
ENSMUSG00000025192	Entpd7	93685
ENSMUSG00000022437	Samm50	68653
ENSMUSG00000021666	Gfm2	320806
ENSMUSG00000021013	Ttc8	76260
ENSMUSG00000037243	Zfp692	103836
ENSMUSG00000022438	Parvb	170736
ENSMUSG00000049755	Zfp672	319475
ENSMUSG00000037112	Sik2	235344
ENSMUSG00000033713	Foxn3	71375
ENSMUSG00000075592	Nynrin	277154
ENSMUSG00000033731	3300002A11Rik	
ENSMUSG00000021665	Hexb	15212
ENSMUSG00000022223	Sdr39u1	654795
ENSMUSG00000025195	Dnmbp	71972
ENSMUSG00000016619	Nup50	18141
ENSMUSG00000022757	Tfg	21787
ENSMUSG00000021177	Tdp1	104884
ENSMUSG00000036046	5031439G07Rik	223739
ENSMUSG00000072915	Gm12258	108167848
ENSMUSG00000021662	Arhgef28	110596
ENSMUSG00000053199	Arhgap20	244867
ENSMUSG00000022434	Fam118a	73225
ENSMUSG00000020496	Rnf187	108660
ENSMUSG00000056895	H2bu2	78303
ENSMUSG00000013033	Adgrl1	330814
ENSMUSG00000021178	Psmc1	19179
ENSMUSG00000020455	Trim11	94091
ENSMUSG00000025198	Erlin1	226144
ENSMUSG00000022752	Tomm70a	28185
ENSMUSG00000032050	Rdx	19684
ENSMUSG00000025199	Chuk	12675
ENSMUSG00000035164	Zc3h12c	244871
ENSMUSG00000022749	Tbc1d23	67581
ENSMUSG00000001175	Calm1	12313
ENSMUSG00000053289	Ddx10	77591
ENSMUSG00000024335	Brd2	14312
ENSMUSG00000005469	Prkaca	18747
ENSMUSG00000021661	Ankra2	68558
ENSMUSG00000016541	Atxn10	54138
ENSMUSG00000033530	Ttc7b	104718
ENSMUSG00000022748	Cmss1	66497
ENSMUSG00000021660	Btf3	218490
ENSMUSG00000116305	Lncppara	
ENSMUSG00000034218	Atm	11920
ENSMUSG00000048603	Gm9828	105246056
ENSMUSG00000113895	Gm48383	
ENSMUSG00000037649	H2-DMa	14998
ENSMUSG00000021180	Rps6ka5	73086
ENSMUSG00000031706	Rfx1	19724
ENSMUSG00000041685	Fcho2	218503
ENSMUSG00000054509	Parp4	328417
ENSMUSG00000057506	Bloc1s2	73689
ENSMUSG00000037103	Dcaf15	212123
ENSMUSG00000079184	Mphosph8	75339
ENSMUSG00000020444	Guk1	14923
ENSMUSG00000022386	Trmu	72026
ENSMUSG00000025203	Scd2	20250
ENSMUSG00000033054	Npat	244879
ENSMUSG00000009470	Tnpo1	238799
ENSMUSG00000036686	Cc2d1a	212139
ENSMUSG00000036860	Mrpl55	67212
ENSMUSG00000021938	Pspc1	66645
ENSMUSG00000032047	Acat1	110446
ENSMUSG00000020441	2310033P09Rik	67862
ENSMUSG00000022742	Cpox	12892
ENSMUSG00000048076	Arf1	11840
ENSMUSG00000040123	Zmym5	219105
ENSMUSG00000022744	Cldnd1	224250
ENSMUSG00000035900	Gramd4	223752
ENSMUSG00000032030	Cul5	75717
ENSMUSG00000009894	Snap47	67826
ENSMUSG00000021945	Zmym2	76007
ENSMUSG00000062461	Rpl27a-ps4	
ENSMUSG00000047415	Gpr68	238377
ENSMUSG00000035891	Cerk	223753
ENSMUSG00000021650	Ptcd2	68927
ENSMUSG00000025204	Ndufb8	67264
ENSMUSG00000041632	Mrps27	218506
ENSMUSG00000051864	Tbc1d22a	223754
ENSMUSG00000086914	Gm16124	
ENSMUSG00000036450	Hif1an	319594
ENSMUSG00000021947	Cryl1	68631
ENSMUSG00000052727	Map1b	17755
ENSMUSG00000019362	D8Ertd738e	101966
ENSMUSG00000004996	Mri1	67873
ENSMUSG00000114282	5330431K02Rik	
ENSMUSG00000054863	Tafa5	106014
ENSMUSG00000040040	Ift88	21821
ENSMUSG00000041986	Elmod1	270162
ENSMUSG00000021647	Cartpt	27220
ENSMUSG00000021646	Mccc2	78038
ENSMUSG00000022387	Brd1	223770
ENSMUSG00000072893	4933439C10Rik	
ENSMUSG00000034656	Cacna1a	12286
ENSMUSG00000036097	Slf2	226151
ENSMUSG00000049658	Bdp1	544971
ENSMUSG00000034333	Zbed4	223773
ENSMUSG00000041846	Ppp4r3a	68734
ENSMUSG00000021951	Eef1akmt1	68043
ENSMUSG00000041268	Dmxl2	235380
ENSMUSG00000005417	Mprip	26936
ENSMUSG00000021952	Xpo4	57258
ENSMUSG00000025207	Sema4g	26456
ENSMUSG00000021643	Serf1	20365
ENSMUSG00000025208	Mrpl43	94067
ENSMUSG00000021963	Sap18	20220
ENSMUSG00000035342	Lzts2	226154
ENSMUSG00000055540	Epha6	13840
ENSMUSG00000086067	Gm16183	
ENSMUSG00000021967	Mrpl57	67840
ENSMUSG00000021969	Zdhhc20	75965
ENSMUSG00000001909	Trmt1	212528
ENSMUSG00000037493	Cib2	56506
ENSMUSG00000025212	Sfxn3	94280
ENSMUSG00000032279	Idh3a	67834
ENSMUSG00000021973	Micu2	68514
ENSMUSG00000057246	BC051142	407788
ENSMUSG00000022911	Arl13b	68146
ENSMUSG00000058441	Panx2	406218
ENSMUSG00000022912	Pros1	19128
ENSMUSG00000015363	Trabd	67976
ENSMUSG00000021188	Trip11	109181
ENSMUSG00000035757	Selenoo	223776
ENSMUSG00000035469	Rcbtb1	71330
ENSMUSG00000019373	Cops3	26572
ENSMUSG00000051786	Tubgcp6	328580
ENSMUSG00000025217	Btrc	12234
ENSMUSG00000021189	Atxn3	110616
ENSMUSG00000021639	Gtf2h2	23894
ENSMUSG00000061559	Wdr61	66317
ENSMUSG00000032615	Nt5m	103850
ENSMUSG00000113902	Ndufb1	102631912
ENSMUSG00000059920	4930453N24Rik	67609
ENSMUSG00000047141	Zfp654	72020
ENSMUSG00000054604	Cggbp1	106143
ENSMUSG00000050783	Htr1f	15557
ENSMUSG00000041035	Gm17018	226162
ENSMUSG00000032293	Ireb2	64602
ENSMUSG00000053226	Dand5	23863
ENSMUSG00000062115	Rai1	19377
ENSMUSG00000040913	Fbxw4	30838
ENSMUSG00000033751	Gadd45gip1	102060
ENSMUSG00000003813	Rad23a	19358
ENSMUSG00000034673	Pbx2	18515
ENSMUSG00000053137	Mapk11	19094
ENSMUSG00000003814	Calr	12317
ENSMUSG00000021635	Rad17	19356
ENSMUSG00000032301	Psma4	26441
ENSMUSG00000064115	Cadm2	239857
ENSMUSG00000003808	Farsa	66590
ENSMUSG00000078941	Ak6	102216272
ENSMUSG00000078941	Ak6	108143
ENSMUSG00000021190	Lgmn	19141
ENSMUSG00000021981	Cab39l	69008
ENSMUSG00000021192	Golga5	27277
ENSMUSG00000069089	Cdk7	12572
ENSMUSG00000021982	Cdadc1	71891
ENSMUSG00000025220	Oga	76055
ENSMUSG00000000538	Tom1l2	216810
ENSMUSG00000015377	Dennd6b	69440
ENSMUSG00000021194	Chga	12652
ENSMUSG00000021983	Atp8a2	50769
ENSMUSG00000032307	Ube2q2	109161
ENSMUSG00000061474	Mrps36	66128
ENSMUSG00000025221	Kcnip2	80906
ENSMUSG00000053693	Mast1	56527
ENSMUSG00000022883	Robo1	19876
ENSMUSG00000036561	Ppp6r2	71474
ENSMUSG00000032309	Fbxo22	71999
ENSMUSG00000036529	Sbf1	77980
ENSMUSG00000041712	Ubr7	66622
ENSMUSG00000048617	Rtbdn	234542
ENSMUSG00000052516	Robo2	268902
ENSMUSG00000021629	Slc30a5	69048
ENSMUSG00000052926	Rnaseh2a	69724
ENSMUSG00000041702	Btbd7	238386
ENSMUSG00000015476	Prrt1	260297
ENSMUSG00000032313	Tmem266	244886
ENSMUSG00000018415	Gid4	66771
ENSMUSG00000015461	Atf6b	12915
ENSMUSG00000005161	Prdx2	21672
ENSMUSG00000113907	Gm47167	
ENSMUSG00000021987	Mtmr6	219135
ENSMUSG00000039901	Armh3	71617
ENSMUSG00000041417	Pik3r1	18708
ENSMUSG00000021198	Unc79	217843
ENSMUSG00000032314	Etfa	110842
ENSMUSG00000020537	Drg2	13495
ENSMUSG00000021986	Amer2	72125
ENSMUSG00000052837	Junb	16477
ENSMUSG00000052566	Hook2	170833
ENSMUSG00000034007	Scaper	244891
ENSMUSG00000034751	Mast4	328329
ENSMUSG00000025223	Ldb1	16825
ENSMUSG00000032932	Hspa13	110920
ENSMUSG00000055491	Pprc1	226169
ENSMUSG00000032320	Rcn2	26611
ENSMUSG00000048279	Sacs	50720
ENSMUSG00000048490	Nrip1	268903
ENSMUSG00000032621	Srek1	218543
ENSMUSG00000041203	Trir	68544
ENSMUSG00000031691	Tnpo2	212999
ENSMUSG00000022867	Usp25	30940
ENSMUSG00000015176	Nolc1	70769
ENSMUSG00000032324	Tspan3	56434
ENSMUSG00000021709	Erbin	59079
ENSMUSG00000041645	Ddx24	27225
ENSMUSG00000021928	Ebpl	68177
ENSMUSG00000074305	Peak1	244895
ENSMUSG00000021929	Kpna3	16648
ENSMUSG00000032329	Hmg20a	66867
ENSMUSG00000090386	Mir99ahg	77994
ENSMUSG00000021930	Spryd7	66674
ENSMUSG00000008690	Ncaph2	52683
ENSMUSG00000008167	Fbxw9	68628
ENSMUSG00000025224	Gbf1	107338
ENSMUSG00000060038	Dhps	330817
ENSMUSG00000102854	C130023A14Rik	
ENSMUSG00000049556	Lingo1	235402
ENSMUSG00000020536	Llgl1	16897
ENSMUSG00000061207	Stk19	54402
ENSMUSG00000022865	Cxadr	13052
ENSMUSG00000005150	Wdr83	67836
ENSMUSG00000021209	Ppp4r4	74521
ENSMUSG00000022863	Btg3	12228
ENSMUSG00000059355	Wdr83os	414077
ENSMUSG00000032288	Imp3	102462
ENSMUSG00000055334	Snupn	66069
ENSMUSG00000040356	Skiv2l	108077
ENSMUSG00000005142	Man2b1	17159
ENSMUSG00000032290	Ptpn9	56294
ENSMUSG00000021710	Nln	75805
ENSMUSG00000002812	Flii	14248
ENSMUSG00000035184	Fam124a	629059
ENSMUSG00000042557	Sin3a	20466
ENSMUSG00000035161	Ints6	18130
ENSMUSG00000042743	Sgtb	218544
ENSMUSG00000021711	Trappc13	66975
ENSMUSG00000014547	Wdfy2	268752
ENSMUSG00000031696	Vps35	65114
ENSMUSG00000022617	Chkb	12651
ENSMUSG00000024369	Nelfe	27632
ENSMUSG00000022762	Ncam2	17968
ENSMUSG00000021939	Ctsb	13030
ENSMUSG00000037126	Psd	73728
ENSMUSG00000079242	C730034F03Rik	
ENSMUSG00000022619	Mapk8ip2	60597
ENSMUSG00000086728	Man2c1os	76794
ENSMUSG00000021273	Fdft1	14137
ENSMUSG00000021712	Trim23	81003
ENSMUSG00000032295	Man2c1	73744
ENSMUSG00000116735	Gm49555	
ENSMUSG00000031697	Orc6	56452
ENSMUSG00000021713	Ppwd1	238831
ENSMUSG00000022623	Shank3	58234
ENSMUSG00000025226	Fbxl15	68431
ENSMUSG00000036748	Cuedc2	67116
ENSMUSG00000035095	Fam167a	219148
ENSMUSG00000022890	Atp5j	11957
ENSMUSG00000046169	Adamts6	108154
ENSMUSG00000035078	Mtmr9	210376
ENSMUSG00000025227	Mfsd13a	75146
ENSMUSG00000043284	Tmem11	216821
ENSMUSG00000035067	Xkr6	219149
ENSMUSG00000022621	Rabl2	68708
ENSMUSG00000021958	Pinx1	72400
ENSMUSG00000025228	Actr1a	54130
ENSMUSG00000032298	Neil1	72774
ENSMUSG00000021715	Cwc27	67285
ENSMUSG00000031701	Dnaja2	56445
ENSMUSG00000022892	App	11820
ENSMUSG00000036902	Neto2	74513
ENSMUSG00000025231	Sufu	24069
ENSMUSG00000032299	Commd4	66199
ENSMUSG00000021716	Srek1ip1	67288
ENSMUSG00000052560	Cpne8	66871
ENSMUSG00000021091	Serpina3n	20716
ENSMUSG00000031703	Itfg1	71927
ENSMUSG00000042655	Shisal2b	77803
ENSMUSG00000021719	Rgs7bp	52882
ENSMUSG00000013787	Ehmt2	110147
ENSMUSG00000041415	Dicer1	192119
ENSMUSG00000054733	Msra	110265
ENSMUSG00000021720	Rnf180	71816
ENSMUSG00000036879	Phkb	102093
ENSMUSG00000063849	Ppcdc	66812
ENSMUSG00000042590	Ipo11	76582
ENSMUSG00000097545	Mir124a-1hg	268755
ENSMUSG00000022629	Kif21a	16564
ENSMUSG00000060012	Kif13b	16554
ENSMUSG00000042506	Usp22	216825
ENSMUSG00000025035	Arl3	56350
ENSMUSG00000040722	Scamp5	56807
ENSMUSG00000021097	Clmn	94040
ENSMUSG00000021972	Hmbox1	219150
ENSMUSG00000000088	Cox5a	12858
ENSMUSG00000047731	Wbp1l	226178
ENSMUSG00000021975	Ints9	210925
ENSMUSG00000040188	Scamp2	24044
ENSMUSG00000021692	Dimt1	66254
ENSMUSG00000021978	Extl3	54616
ENSMUSG00000062376	Borcs7	66439
ENSMUSG00000003559	As3mt	57344
ENSMUSG00000021693	Kif2a	16563
ENSMUSG00000007989	Fzd3	14365
ENSMUSG00000064105	Cnnm2	94219
ENSMUSG00000044442	N6amt1	67768
ENSMUSG00000034532	Fbxo16	50759
ENSMUSG00000047866	Lonp2	66887
ENSMUSG00000007038	Neu1	18010
ENSMUSG00000052299	Ltn1	78913
ENSMUSG00000025041	Nt5c2	76952
ENSMUSG00000113722	Snhg10	69434
ENSMUSG00000021102	Glrx5	73046
ENSMUSG00000010086	Rnf112	22671
ENSMUSG00000092203	1110038B12Rik	68763
ENSMUSG00000022031	Elp3	74195
ENSMUSG00000036298	Slc2a13	239606
ENSMUSG00000036840	Siah1a	20437
ENSMUSG00000073415	Gm10501	
ENSMUSG00000031652	N4bp1	80750
ENSMUSG00000032846	Zswim6	67263
ENSMUSG00000025616	Usp16	74112
ENSMUSG00000068184	Ndufaf2	75597
ENSMUSG00000034336	Ina	226180
