p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	pct_diff	p_val_adj_negbinom	color	label
4.56714797525894e-09	-0.569861419117155	0.128	0.318	0.000261980742156804	Nop10	-0.19	0.0019622797567811	down-regulated in fasting	
4.74454394578647e-09	0.37220168959739	0.96	0.817	0.000272156529818203	Rnpc3	0.143	1.6281054272009e-17	up-regulated in fasting	
4.84756961667024e-09	-0.628572646839676	0.571	0.667	0.000278066288351438	Ring1	-0.0960000000000001	1	down-regulated in fasting	
5.05885151366955e-09	0.348001454558894	0.323	0.131	0.000290185840527113	Sec23b	0.192	2.2155024307286e-05	not regulated	
5.14221102117375e-09	-0.601617005262618	0.221	0.407	0.000294967508596569	Tmem30a	-0.186	0.00056293646120053	down-regulated in fasting	
5.14518138760504e-09	0.205559120432886	0.106	0.012	0.0002951378947558	Cdr2	0.094	0.044444411947934	not regulated	
5.44573579815887e-09	0.418107026592259	0.796	0.544	0.000312378296853989	Arid1b	0.252	2.43429459910334e-15	up-regulated in fasting	
5.52445418602658e-09	0.324789662983996	0.522	0.267	0.000316893741018856	Lmtk2	0.255	2.6440651108812e-08	not regulated	
5.53713907792426e-09	0.360719479824998	0.341	0.138	0.000317621371787891	Gm15892	0.203	1.04954346600584e-08	up-regulated in fasting	
5.59495344798287e-09	-0.636696166175832	0.177	0.357	0.000320937719683193	Rpl18	-0.18	4.82638103548821e-06	down-regulated in fasting	
5.65258044762068e-09	0.4053211252372	0.814	0.559	0.000324243319636417	Ablim1	0.255	6.87643325362987e-17	up-regulated in fasting	
5.86759540715879e-09	0.254543581222685	0.133	0.023	0.000336577007745442	Creb5	0.11	0.0011491192487299	not regulated	
5.87386501476771e-09	-1.00159670797448	0.336	0.454	0.000336936644977105	Ppia	-0.118	1.54003584541568e-11	down-regulated in fasting	
6.09051367580534e-09	-0.612246478366132	0.757	0.817	0.000349364045471546	Tafa1	-0.06	1	down-regulated in fasting	
6.24528195022978e-09	0.300016445644511	0.456	0.207	0.000358241863229081	Fbxw8	0.249	1.50125444695181e-07	not regulated	
6.37678011407515e-09	0.364711503301264	0.376	0.166	0.000365784860903579	Crebl2	0.21	9.84777966869444e-08	up-regulated in fasting	
6.42073808403672e-09	0.317446975743943	0.673	0.37	0.000368306377976515	Dcaf5	0.303	1.05356909692467e-10	not regulated	
6.65389551511628e-09	-0.539598796710288	0.124	0.312	0.0003816807545381	Ndufc1	-0.188	7.31298538858258e-05	down-regulated in fasting	
7.15736065231951e-09	0.446900914462539	0.792	0.536	0.000410560521738352	Grin2a	0.256	5.06639981758404e-10	up-regulated in fasting	
7.17487505224009e-09	-0.632216837934411	0.274	0.439	0.000411565182746596	2900093K20Rik	-0.165	0.0466286728765704	down-regulated in fasting	
7.22264277194508e-09	0.341272614727729	0.381	0.17	0.000414305234684314	Homer1	0.211	8.80742773205534e-09	not regulated	
7.31928149621497e-09	0.340954330272223	0.717	0.398	0.000419848625185883	Sipa1l1	0.319	7.05883790019878e-10	not regulated	
7.4118100801992e-09	0.226992275897302	0.235	0.072	0.000425156249820387	Gm42972	0.163	0.000288914307474666	not regulated	
7.58756758987453e-09	0.281471056506812	0.27	0.092	0.000435238052090383	Gm38042	0.178	0.000235634504992528	not regulated	
7.63613319191305e-09	0.38118790895136	0.588	0.316	0.000438023872154516	Fbxw11	0.272	5.90614474038448e-11	up-regulated in fasting	
7.6624390106485e-09	0.420802146370811	0.783	0.55	0.000439532826528819	Nmnat2	0.233	2.16707878135584e-17	up-regulated in fasting	
7.72153236194726e-09	0.430140400486374	0.765	0.52	0.000442922539346019	Ywhag	0.245	1.37514103735413e-09	up-regulated in fasting	
7.99144409381638e-09	-0.554314805058436	0.611	0.698	0.000458405216109495	Gas5	-0.087	1	down-regulated in fasting	
8.01579643136882e-09	0.219200583891674	0.23	0.07	0.000459802114896178	Kcnj9	0.16	0.00138276200477078	not regulated	
8.0582983029747e-09	0.389928370219039	0.553	0.298	0.000462240107255235	Hdac4	0.255	9.33937728552964e-12	up-regulated in fasting	
8.25428869781032e-09	0.369681252806748	0.774	0.52	0.000473482508283796	Fnbp1	0.254	1.96664712541144e-13	up-regulated in fasting	
8.25789674611903e-09	0.310887616021227	0.558	0.277	0.00047368947315088	Rai1	0.281	7.15770183023607e-09	not regulated	
8.4712411995104e-09	0.407660038048054	0.872	0.659	0.000485927337686316	Tcaf1	0.213	1.18419011021803e-16	up-regulated in fasting	
8.75344167226352e-09	0.25104766566217	0.173	0.043	0.00050211492120438	Vps37c	0.13	0.00390151779052316	not regulated	
8.98210263362883e-09	0.388981072639592	0.549	0.287	0.000515231371270217	Cfap69	0.262	8.03972417779664e-09	up-regulated in fasting	
9.04170899396065e-09	0.400769723706762	0.721	0.462	0.000518650511311571	Kpna4	0.259	2.61198878827586e-12	up-regulated in fasting	
9.2717869669296e-09	-0.512632905254793	0.177	0.368	0.000531848243997016	Ctxn1	-0.191	0.0836128818332072	down-regulated in fasting	
9.30929951629425e-09	0.356438205814828	0.522	0.271	0.000534000038853671	Agap2	0.251	1.29787783438523e-08	up-regulated in fasting	
9.37893316852533e-09	0.382247955570793	0.814	0.567	0.00053799436441295	Mast2	0.247	2.99557983327376e-18	up-regulated in fasting	
9.45908602049515e-09	0.343214326567902	0.496	0.255	0.000542592092307643	Ubn1	0.241	2.04323101958582e-06	not regulated	
9.69212684255921e-09	-0.81768779262869	0.332	0.509	0.000555959779942881	Angpt1	-0.177	0.168340405828487	down-regulated in fasting	
9.83756521033208e-09	0.326334112724923	0.381	0.166	0.000564302415595069	Patj	0.215	2.6327998543168e-07	not regulated	
9.87616805087808e-09	0.261238797105324	0.239	0.078	0.000566516751734469	Whrn	0.161	0.000436753222615918	not regulated	
9.97136983296057e-09	0.434401138307426	0.646	0.425	0.000571977716358284	Copa	0.221	3.08038153347421e-15	up-regulated in fasting	
1.02468855549116e-08	0.424289777995439	0.429	0.205	0.000587781849200839	Myo16	0.224	4.6453141131337e-10	up-regulated in fasting	
1.03020431556755e-08	0.36682984179522	0.912	0.743	0.000590945799495858	Smyd3	0.169	9.52088968238818e-22	up-regulated in fasting	
1.0903510620812e-08	-0.739749383729617	0.204	0.372	0.00062544717623102	Tmsb4x	-0.168	1.64466949528057e-07	down-regulated in fasting	
1.16058853944376e-08	-0.527215900570961	0.075	0.246	0.000665736797995728	Uqcr11	-0.171	0.000227799323084125	down-regulated in fasting	
1.17877459162725e-08	0.385671866682626	0.792	0.526	0.000676168681249222	Gmds	0.266	1.8257217781563e-16	up-regulated in fasting	
1.18241589201662e-08	-0.595102094147469	0.142	0.32	0.000678257403978574	C1qtnf4	-0.178	0.000371903173106652	down-regulated in fasting	
1.1859666918616e-08	0.340631094677341	0.735	0.487	0.000680294213785654	Ptk2	0.248	1.65100490851193e-13	not regulated	
1.19705785214485e-08	0.458091858519641	0.425	0.22	0.000686656325147327	Galnt16	0.205	1.95477587561915e-09	up-regulated in fasting	
1.25220379596443e-08	0.170332196329647	0.093	0.008	0.000718289141441115	Gm38376	0.085	0.234374090206631	not regulated	
1.26550592777334e-08	-0.465056288858423	0.071	0.244	0.000725919510289342	Rtraf	-0.173	0.00357381874832217	down-regulated in fasting	
1.31539959941167e-08	0.350776739945222	0.429	0.207	0.000754539518214525	Snrnp40	0.222	4.9372042643712e-09	up-regulated in fasting	
1.3244482372042e-08	0.353503112255027	0.456	0.226	0.000759729997825072	Usp36	0.23	1.25737496366316e-07	up-regulated in fasting	
1.34968811741979e-08	0.294437129826992	0.398	0.175	0.000774208097914339	Cbl	0.223	6.79385949298288e-05	not regulated	
1.36966916069975e-08	0.257757840391264	0.212	0.064	0.00078566962396059	Ezr	0.148	0.00692761443252153	not regulated	
1.37142094719393e-08	-0.552487102309237	0.164	0.351	0.000786674483729382	Cox7a2	-0.187	0.000216192604347855	down-regulated in fasting	
1.40257675810604e-08	0.366505361514926	0.407	0.191	0.000804546079984787	Rab3ip	0.216	9.18050442606775e-06	up-regulated in fasting	
1.40948899299731e-08	0.395949242550631	0.611	0.37	0.000808511076163116	Sgms1	0.241	6.73307977396596e-13	up-regulated in fasting	
1.47362959189121e-08	-0.525648919034813	0.084	0.259	0.000845303406500634	Tuba1b	-0.175	0.000227924606252315	down-regulated in fasting	
1.48156176257914e-08	0.410351211018205	0.938	0.846	0.000849853458250647	Prickle2	0.092	3.41497590350895e-24	up-regulated in fasting	
1.50612394524889e-08	0.368624263631077	0.673	0.417	0.00086394281747367	Wnk2	0.256	4.06260227953475e-12	up-regulated in fasting	
1.51471011536842e-08	-0.609375089635845	0.106	0.283	0.000868868016377632	Gm10076	-0.177	2.35723895324447e-06	down-regulated in fasting	
1.54114819259232e-08	0.306519026127452	0.987	0.936	0.000884033426234809	Anks1b	0.0509999999999999	3.3351701189729e-24	not regulated	
1.57779719707397e-08	0.393820207790798	0.363	0.162	0.000905056028185572	Dusp16	0.201	4.25060561263029e-06	up-regulated in fasting	
1.60223436885298e-08	0.428594116506156	0.434	0.211	0.000919073678661447	Pygb	0.223	1.19085382218016e-08	up-regulated in fasting	
1.65916581091408e-08	-0.576779658568705	0.456	0.581	0.000951730692456537	Vps13a	-0.125	1	down-regulated in fasting	
1.72699431094942e-08	-0.341148615682097	0.013	0.156	0.000990638476646807	Ndufs6	-0.143	0.439056772312519	not regulated	
1.82015776472684e-08	-0.629267319867796	0.252	0.417	0.00104407889700261	Rps15	-0.165	0.000500636803139866	not regulated	
1.85231304715353e-08	-0.477419920764343	0.04	0.197	0.00106252381010821	Rps10	-0.157	0.00231883980135264	not regulated	
1.88663233777792e-08	-0.464859089587377	0.04	0.197	0.00108221004159617	Ndufb7	-0.157	0.00357579902259509	not regulated	
1.90931381158244e-08	0.349488213824228	0.389	0.181	0.00109522058859992	Atp11a	0.208	2.22288796790108e-08	not regulated	
1.92593582583221e-08	0.333915095504021	0.987	0.945	0.00110475530841388	Dpp10	0.042	4.72936292532369e-16	not regulated	
2.00140210595294e-08	0.249890132436952	0.204	0.06	0.00114804427601673	Gm37728	0.144	0.000581261213683185	not regulated	
2.06687987342987e-08	-0.749797470475591	0.562	0.655	0.00118560363299684	Nrg3os	-0.093	1	not regulated	
2.11975134742927e-08	0.381195145553998	0.743	0.489	0.00121593176791238	Cttnbp2	0.254	1.42294919147312e-10	not regulated	
2.14165198751477e-08	0.376679788933264	0.58	0.331	0.00122849441307822	Cobl	0.249	1.25912744994715e-09	not regulated	
2.2427702801539e-08	0.273907433584862	0.358	0.15	0.00128649788810188	2900064K03Rik	0.208	0.0152775290625977	not regulated	
2.24634217553114e-08	0.27438424804094	0.389	0.17	0.00128854679872817	Tnip2	0.219	0.00028705881520604	not regulated	
2.26768909724796e-08	0.249779552495221	0.217	0.07	0.00130079181996337	Arid3b	0.147	0.00334369096222225	not regulated	
2.29860827945876e-08	0.365998535527537	0.748	0.487	0.00131852768126313	Zscan26	0.261	2.81092327151863e-16	not regulated	
2.30533161053045e-08	0.399918853693104	0.69	0.431	0.00132238431843248	Tacc1	0.259	6.82733855093477e-09	not regulated	
2.37485422425638e-08	0.399061707666201	0.819	0.593	0.00136226388011794	Chka	0.226	2.36069092619926e-17	not regulated	
2.50813093180941e-08	-0.561316387337588	0.478	0.589	0.00143871406510452	Lsm7	-0.111	1	not regulated	
2.53505169267049e-08	0.359798049406948	0.571	0.312	0.00145415635194964	Ank	0.259	6.46647833081825e-09	not regulated	
2.58359302897104e-08	0.333384226937723	0.916	0.725	0.00148200063327837	Wdfy3	0.191	2.76038485338655e-18	not regulated	
2.6436739117062e-08	0.393982350846085	0.673	0.427	0.00151646422923291	Caskin1	0.246	2.23033855626456e-10	not regulated	
2.65563222469988e-08	-0.658426574139759	0.288	0.437	0.00152332375673234	Hint1	-0.149	7.35744312024001e-05	not regulated	
2.67265929962955e-08	-0.444404165736297	0.075	0.246	0.0015330908274535	Pam16	-0.171	0.00377872526885954	not regulated	
2.75594294854696e-08	0.293008139055792	0.327	0.133	0.0015808639941455	Slc30a7	0.194	0.000141891997570066	not regulated	
2.80426127693763e-08	0.239174656361115	0.261	0.092	0.00160858035367697	Steap2	0.169	0.000110500539620303	not regulated	
2.82158720177391e-08	0.327522709313447	0.412	0.203	0.00161851885068155	Pfkp	0.209	1.52555587735782e-06	not regulated	
2.87999420308997e-08	-0.658933709316273	0.283	0.429	0.00165202227477647	Elob	-0.146	3.26183229316342e-05	not regulated	
2.89950672344388e-08	0.310195711624173	0.354	0.154	0.00166321504670188	Cpne7	0.2	0.000422479478273367	not regulated	
2.95347594503668e-08	0.397309650144832	0.142	0.031	0.00169417287159194	Itgb6	0.111	0.479313725791022	not regulated	
3.0206561943397e-08	0.280042393478486	0.389	0.172	0.00173270880619714	Mthfr	0.217	3.29991351097461e-05	not regulated	
3.05663860522613e-08	0.369968361615213	0.562	0.304	0.00175334903672981	Mrtfa	0.258	6.27571097731778e-10	not regulated	
3.1846687613864e-08	0.377341188832129	0.801	0.575	0.00182678969490647	Agap1	0.226	4.338146705746e-17	not regulated	
3.21448939442931e-08	0.259022493193171	0.283	0.109	0.00184389540643254	Camk1g	0.174	0.00172880475188819	not regulated	
3.23391103262716e-08	0.384723210294251	0.465	0.24	0.00185503604653559	4933406I18Rik	0.225	3.78341182754615e-06	not regulated	
3.23686067274986e-08	-0.469374487063199	0.071	0.238	0.00185672801910278	Tmem158	-0.167	0.00208154655765364	not regulated	
3.28809959336029e-08	0.258692120570961	0.208	0.064	0.00188611968874333	Rcc1l	0.144	0.000944289758775029	not regulated	
3.29571212905978e-08	-0.526553615338136	0.093	0.261	0.00189048639147127	Rpl35	-0.168	0.000475180647815324	not regulated	
3.34477955355331e-08	0.36440734515841	0.487	0.259	0.00191863244750925	Adcy5	0.228	1.52654052389769e-09	not regulated	
3.39688855013925e-08	0.300855046300873	0.447	0.216	0.00194852321013088	Scaf4	0.231	1.05195761655578e-05	not regulated	
3.4221099761381e-08	0.259598856171474	0.226	0.076	0.00196299072451234	Phldb1	0.15	0.00107998377866193	not regulated	
3.43185979924989e-08	0.407837034467547	0.717	0.468	0.00196858341804572	Vti1a	0.249	7.73912736154815e-13	not regulated	
3.48477088341817e-08	-0.147842080931706	1	1	0.00199893427414633	Malat1	0	0.408636679715348	not regulated	
3.53425489458939e-08	0.39428602782304	0.801	0.577	0.00202731929263436	Fam135b	0.224	9.37422983641923e-15	not regulated	
3.54576744123681e-08	-0.618195236889442	0.177	0.351	0.00203392311964226	Fkbp3	-0.174	3.1062254039898e-05	not regulated	
3.76344763674725e-08	-0.509583710875957	0.124	0.3	0.00215878883339096	Cct5	-0.176	0.0383179281955594	not regulated	
3.89816679360924e-08	0.306496971563106	0.403	0.191	0.00223606643615013	Iqgap1	0.212	8.49038106895633e-07	not regulated	
3.98737332252618e-08	-0.545120745894268	0.106	0.273	0.00228723708526747	Rps19	-0.167	0.000146458865040795	not regulated	
4.01050147361911e-08	-0.414606970766414	0.044	0.199	0.0023005038552974	Rpl7	-0.155	0.0117036020821405	not regulated	
4.12005381876936e-08	0.344978658926671	0.562	0.31	0.00236334527152248	Sec23a	0.252	2.49975744456395e-10	not regulated	
4.13334939826097e-08	0.296201852944923	0.345	0.152	0.00237097188183046	Cap1	0.193	0.000145363536770069	not regulated	
4.28477970866209e-08	-0.437898981681979	0.049	0.201	0.00245783533648275	Rpl24	-0.152	0.0100726335732718	not regulated	
4.28824463141953e-08	0.234599539463293	0.133	0.027	0.00245982288547487	Fyb2	0.106	0.00527801979146696	not regulated	
4.30480449610709e-08	0.433277720657765	0.774	0.552	0.00246932195505695	Camk4	0.222	5.77727337675693e-13	not regulated	
4.35112577295584e-08	0.337478613999732	0.5	0.257	0.00249589276588293	Nfkb1	0.243	8.4456559640904e-07	not regulated	
4.39473736709742e-08	0.300516144351816	0.673	0.39	0.00252090924851442	Gramd1b	0.283	2.33858878499173e-08	not regulated	
4.41031399215417e-08	-0.544270313992461	0.15	0.318	0.00252984431217948	Tomm20	-0.168	0.000109150915688612	not regulated	
4.62469932887083e-08	0.316967576872082	0.491	0.257	0.00265282002902688	Gm21992	0.234	9.24465034052423e-07	not regulated	
4.75971153164831e-08	0.398394091867053	0.819	0.554	0.00273026572878411	Map7d2	0.265	6.87737412285879e-09	not regulated	
4.88840165808302e-08	-0.559393932597387	0.15	0.326	0.00280408495910958	Atp6v0e2	-0.176	0.000347986163615327	not regulated	
5.00309102892222e-08	0.369947681952628	0.602	0.345	0.00286987307601037	Srgap2	0.257	3.63298487691079e-09	not regulated	
5.00494260805954e-08	0.266152460551536	0.478	0.234	0.00287093517883511	Usp13	0.244	5.01457531234177e-06	not regulated	
5.01436922992593e-08	0.384977205341716	0.867	0.643	0.00287634247767011	Syn3	0.224	2.8111677394548e-18	not regulated	
5.02909377475943e-08	0.377590848195116	0.571	0.324	0.0028847887710775	Kdm5b	0.247	1.0525501969293e-08	not regulated	
5.06916665549374e-08	0.387508854541668	0.889	0.708	0.00290777537692432	App	0.181	2.0475467741266e-17	not regulated	
5.18417295473967e-08	0.340689376037758	0.58	0.322	0.00297374529029777	Far1	0.258	7.02922011315165e-07	not regulated	
5.21291345463762e-08	0.332133582393053	0.619	0.368	0.00299023141584923	Actr1b	0.251	2.80484923677353e-09	not regulated	
5.35997229762763e-08	0.464615407692492	0.668	0.452	0.00307458730936516	Fut9	0.216	5.60029225963475e-14	not regulated	
5.38302468750499e-08	-0.314356014271093	1	1	0.00308781062124661	Nrxn1	0	1	not regulated	
5.38728031174651e-08	0.331417404476792	0.571	0.32	0.00309025173242403	Trafd1	0.251	2.95890963307374e-07	not regulated	
5.43822122050348e-08	0.297628641791997	0.58	0.304	0.00311947245650521	Pdxdc1	0.276	7.10888646230515e-08	not regulated	
5.46294284442903e-08	0.342896183821622	0.292	0.123	0.00313365327442138	Pbdc1	0.169	7.23941106700817e-06	not regulated	
5.65417729600126e-08	-0.636291478813976	0.279	0.429	0.00324334918053224	Atp5md	-0.15	2.30044435004651e-05	not regulated	
5.88922360885493e-08	0.387209621062876	0.509	0.279	0.00337817644651137	Tigd2	0.23	2.70101973067562e-08	not regulated	
5.89317635814006e-08	0.341526275177219	0.894	0.649	0.0033804438225563	Tulp4	0.245	8.05167352994099e-14	not regulated	
5.93950092609392e-08	0.407951829870337	0.717	0.444	0.003407016521226	Pcbp3	0.273	1.29906697733965e-11	not regulated	
6.06711658196439e-08	0.299759311144118	0.173	0.047	0.00348021941374641	Ntn4	0.126	0.0180263807458279	not regulated	
6.09893739446253e-08	-0.411798738978198	0.058	0.218	0.0034984724682116	Fabp5	-0.16	0.00633276271737178	not regulated	
6.15393057430699e-08	0.291642761448886	0.279	0.107	0.00353001765603398	Pcyt1a	0.172	0.000188747054604003	not regulated	
6.35697064887338e-08	0.333399836082062	0.491	0.261	0.00364648550360675	Dlgap4	0.23	1.13979396931014e-06	not regulated	
6.36547109566656e-08	0.198212117745346	0.08	0.006	0.00365136152989625	Hhip	0.074	0.349634826109233	not regulated	
6.39515426945161e-08	0.304451804208914	0.504	0.261	0.00366838839204283	Slc6a6	0.243	1.07297152609796e-05	not regulated	
6.47436978014749e-08	0.371556472526276	0.593	0.339	0.00371382799328821	Plekhm3	0.254	1.13875207063508e-09	not regulated	
6.50944473921042e-08	0.42755448505296	0.743	0.515	0.00373394769130588	Phc2	0.228	1.56575478015897e-15	not regulated	
6.54595054893699e-08	-0.547830442144961	0.19	0.361	0.00375488815388124	Prdx1	-0.171	0.0150047165042613	not regulated	
6.55069922096715e-08	-0.559977827620751	0.235	0.398	0.00375761208713118	Emc7	-0.163	0.0129155777025962	not regulated	
6.59307876448602e-08	-0.50347296390285	0.142	0.312	0.00378192184088447	Hcfc1r1	-0.17	0.0121941482356047	not regulated	
6.63475486883766e-08	0.261609547364025	0.425	0.197	0.00380582808786266	Wwc2	0.228	0.000138698706460506	not regulated	
6.8383997917693e-08	-0.532882585189825	0.425	0.552	0.00392264288855471	Cox7b	-0.127	1	not regulated	
7.04861937662823e-08	0.363040731387449	0.358	0.17	0.00404322904682148	Entpd3	0.188	5.62734556528337e-06	not regulated	
7.1362105115059e-08	-0.535145331139087	0.491	0.604	0.00409347307361001	Zmym1	-0.113	1	not regulated	
7.19595919931225e-08	0.35038458388334	0.956	0.842	0.00412774611590949	4930402H24Rik	0.114	8.75138610835786e-24	not regulated	
7.51415114203526e-08	-0.819100246462818	0.274	0.417	0.00431026737809427	Spint2	-0.143	1.69610502247631e-07	not regulated	
7.53229032300738e-08	0.353694795499127	0.296	0.123	0.00432067237508349	Mfap3l	0.173	2.47092877682561e-05	not regulated	
7.83639069522867e-08	-0.542097229761998	0.239	0.398	0.00449511043059707	Nrsn1	-0.159	0.0840269683869128	not regulated	
7.86472274874818e-08	0.245828087430691	0.221	0.074	0.00451136226313693	Dennd3	0.147	0.000674538579320225	not regulated	
7.94971660740344e-08	-0.591559264240109	0.261	0.419	0.00456011644033876	Ywhah	-0.158	0.000707648837968046	not regulated	
7.98934873351322e-08	0.330165271903608	0.416	0.205	0.00458285022051786	Luzp1	0.211	0.000517539360255561	not regulated	
8.04696827297249e-08	0.413032405089845	0.792	0.575	0.00461590194074248	Sorbs1	0.217	1.88482807846937e-17	not regulated	
8.0995065330966e-08	0.341278261787626	0.867	0.647	0.00464603893751487	Kif5c	0.22	3.72286898983698e-11	not regulated	
8.20210030147595e-08	0.363234474334931	0.779	0.554	0.00470488877493264	Fmn2	0.225	7.04514497129149e-17	not regulated	
8.24401951856369e-08	0.308391064032504	0.27	0.107	0.00472893447623851	Lrrc8b	0.163	0.000514236030437876	not regulated	
8.30066167873093e-08	0.375551644392807	0.673	0.411	0.00476142555215363	Fbxw4	0.262	3.45271900247309e-12	not regulated	
8.45418349418439e-08	0.364792496181885	0.655	0.411	0.00484948873593405	Map4k3	0.244	2.03108662275038e-09	not regulated	
8.47124038164824e-08	0.373993230641041	0.925	0.743	0.00485927290772106	Slc38a2	0.182	4.60199636478276e-14	not regulated	
8.54400879023241e-08	0.253026415032384	0.239	0.086	0.00490101432225312	Gm13525	0.153	0.00516264723013324	not regulated	
8.61702316950132e-08	0.374452193503155	0.615	0.382	0.00494289683048934	Phf8	0.233	7.71377372068979e-11	not regulated	
8.86379352861063e-08	0.315255722703416	0.951	0.821	0.00508444924388163	Syne1	0.13	3.60517317970383e-18	not regulated	
8.86846225332334e-08	0.276002974229955	0.327	0.14	0.00508712731775133	Osbp	0.187	8.16864913952278e-05	not regulated	
8.97698742442585e-08	0.358279433444963	0.469	0.255	0.00514937952639916	Tmem165	0.214	1.21008385319189e-06	not regulated	
9.00592082669536e-08	0.260577687700404	0.531	0.279	0.00516597630460899	Tet2	0.252	9.22932084357819e-07	not regulated	
9.60687277390463e-08	0.224415307170868	0.084	0.008	0.00551069436056717	Gm45204	0.076	0.501552160023282	not regulated	
9.60836271994558e-08	0.221825017536396	0.314	0.127	0.00551154902341519	Stimate	0.187	0.000765298629740367	not regulated	
9.70317293310573e-08	0.327443512391486	0.509	0.271	0.00556593405788811	Cab39	0.238	1.06441027444696e-06	not regulated	
9.7344121623377e-08	0.175642406131759	0.106	0.016	0.00558385350456015	Itprid2	0.09	0.0981627894170591	not regulated	
9.74351468569634e-08	0.333107668016007	0.611	0.37	0.00558907489400914	Sesn1	0.241	4.50934015939012e-08	not regulated	
1.00593184694226e-07	0.263589016913406	0.473	0.238	0.00577022626043021	Dot1l	0.235	3.09408182716951e-05	not regulated	
1.00638781473511e-07	0.241739292702339	0.319	0.14	0.00577284178288351	Abhd2	0.179	1	not regulated	
1.03440733932162e-07	0.315517770470213	0.482	0.244	0.00593356737981667	Mbd2	0.238	0.000125086378449001	not regulated	
1.04265104165627e-07	0.394933180321015	0.916	0.747	0.00598085490514869	Enox1	0.169	1.02297514513851e-11	not regulated	
1.07494495618815e-07	0.360217878736928	0.27	0.111	0.00616609925768647	Bicc1	0.159	0.000307912356690401	not regulated	
1.08383869952618e-07	-0.741216329922045	0.235	0.386	0.00621711554822208	Rpl37a	-0.151	1.13895144061889e-06	not regulated	
1.09557381258436e-07	0.176401078506988	0.137	0.031	0.00628443050374642	Trim62	0.106	0.117348645654436	not regulated	
1.09660158582544e-07	0.329626817850473	0.664	0.419	0.0062903260166119	Mapk1	0.245	8.44296490138391e-09	not regulated	
1.11219288539688e-07	0.211096212256851	0.19	0.057	0.00637976082921357	Pard6g	0.133	0.00674602945036387	not regulated	
1.1197641014967e-07	0.584389682211404	0.885	0.708	0.00642319083900537	Dlk1	0.177	4.56899736096681e-14	not regulated	
1.14325077511606e-07	0.382191887633281	0.792	0.579	0.00655791509622077	Uhrf2	0.213	4.72530952984198e-16	not regulated	
1.16604417445503e-07	-0.52883827909586	0.876	0.875	0.00668866259350894	Rbfox1	0.001	1	not regulated	
1.19763336002288e-07	0.345354296609234	0.509	0.273	0.00686986447976322	Shc2	0.236	1.4117768530472e-07	not regulated	
1.20392020222913e-07	0.246028371316823	0.261	0.099	0.00690592706402672	Wipf1	0.162	0.00165636784855096	not regulated	
1.22717086609277e-07	0.356064746847813	0.442	0.224	0.00703929752208135	Jak1	0.218	0.000127085888430402	not regulated	
1.24919843038987e-07	0.318442297273754	0.482	0.253	0.00716565203640238	Fbxo21	0.229	4.5836029665407e-08	not regulated	
1.27067795306928e-07	0.352991718538493	0.314	0.142	0.00728886287439599	Arhgef3	0.172	2.67684358286188e-05	not regulated	
1.27069837835436e-07	0.312724034399662	0.611	0.359	0.00728898003791626	Safb2	0.252	0.000108524986605288	not regulated	
1.27924277830652e-07	-0.50619971456134	0.973	0.959	0.00733799242492188	Grik2	0.014	1	not regulated	
1.29018693830117e-07	0.355942743735505	0.876	0.641	0.00740077031548318	Nfx1	0.235	3.34457828462123e-16	not regulated	
1.2941972760634e-07	0.331089920614824	0.442	0.23	0.00742377441495487	Gorasp2	0.212	6.62135013404675e-06	not regulated	
1.34295945885374e-07	0.388315702305629	0.487	0.269	0.00770348404787683	Cuedc1	0.218	8.88108869788859e-10	not regulated	
1.34751713214148e-07	-0.597885348957443	0.159	0.322	0.00772962777338997	Hspe1	-0.163	0.000378522272346217	not regulated	
1.34787526088742e-07	0.283424671288362	0.363	0.164	0.00773168207150241	Cxadr	0.199	8.22497239096588e-05	not regulated	
1.36608105384931e-07	0.161618437217973	0.071	0.004	0.00783611414109042	Nmur2	0.067	1	not regulated	
1.36830461427648e-07	-0.467298849924381	0.177	0.351	0.00784886892841277	Rpl10a	-0.174	0.106098679926306	not regulated	
1.3733556921231e-07	0.158947871870451	0.088	0.01	0.00787784292115653	Egr1	0.078	0.417551060935639	not regulated	
1.37564950008521e-07	0.323986071415406	0.509	0.279	0.00789100066238877	Nbas	0.23	9.58846377764558e-06	not regulated	
1.37972854585903e-07	0.38588650837615	0.699	0.478	0.00791439888475659	Clip1	0.221	8.39945008754953e-13	not regulated	
1.38020100724813e-07	0.291158111884867	0.398	0.197	0.00791710901777672	Mapk6	0.201	0.00528669333686412	not regulated	
1.38780347516027e-07	0.241397285260565	0.381	0.177	0.00796071829421437	Fam160a2	0.204	0.00129708930986014	not regulated	
1.41064758436826e-07	0.363274946689613	0.624	0.394	0.00809175667345323	Tiam1	0.23	1.66972373490803e-09	not regulated	
1.42482646446954e-07	0.307679695514865	0.535	0.283	0.00817308956549018	Zyg11b	0.252	1.87592937786154e-06	not regulated	
1.44107776835018e-07	0.356026196152142	0.646	0.405	0.00826631029481031	Ralgapa2	0.241	1.59038124660144e-11	not regulated	
1.46421385182629e-07	0.26664546242534	0.305	0.129	0.00839902349684598	Gna12	0.176	0.000242357252442816	not regulated	
1.49034655466519e-07	0.316855316937128	0.438	0.224	0.00854892590687046	Xpo6	0.214	4.13975973950893e-05	not regulated	
1.49762138305434e-07	0.259459914254735	0.456	0.236	0.0085906557774763	Mink1	0.22	1.24205119439553e-05	not regulated	
